,index,아이디,조사 시작시간,조사 종료시간,병원 코드,진료과 코드,의사 코드,병동 코드,NPS,VOC,label
84,143,R2908006,2025-03-08 07:15:25,2025-03-08 07:28:33,31101186,0104,1717722629969517,,9,모든 직윈들이 친절하고 고마윘읍니다 그런데 수납직원들이 번호누르는게늦고 다른일을 창구에서 보고있어 항의 했드니 업무를 보고있다며 짜증을 내서 창구에 앉아있으면 기다리는 고객일을 봐야지 기분이 안좋았다창구 업무가 아니면 사무실에서 봐야지 번호만뜨기를 기다리는데 환지들 입장을 해아릴줄아는 따뜻한 수납창구가되길 바람니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
85,144,R68bbea53f3e94359b89,2025-03-08 07:22:31,2025-03-08 07:28:56,32100035,0500,3210003505000004,,10,의사선생님간호사님 모두친절 주차가 너무힘듬,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
86,144,R68bbea53f3e94359b89,2025-03-08 07:22:31,2025-03-08 07:28:56,32100035,0500,3210003505000004,,10,진료실복도가 좁아서 그냥 정신없음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
90,148,R000202503063495010000,2025-03-08 07:30:01,2025-03-08 07:39:36,36400017,001215,,,9,환자가 긱 과를 찾이기는 시스템에서 각 과의 의사쌤이 환자를 찾는 방식으로 아주 먼 나라 얘기 ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
91,149,Rd6439c54092e4a1584b,2025-03-08 07:36:29,2025-03-08 07:40:20,32100035,1000,3210003510000003,,10,선생님과간호사분들이 매우친절 하십니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
92,152,R0002025030612386712,2025-03-08 07:40:50,2025-03-08 07:44:53,31100511,1200,3110051112000001,,9,비오는날 주차장에서 본관오는 통로에 비막이시설이 설치되었으면합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
93,153,R00020250307255003397,2025-03-08 07:37:53,2025-03-08 07:45:10,31101267,,,171953420719,2,건강검진을 하기위해 월차까지 냈는데 약물이 오지않아 위대장내시경 을 진행하지 못하면 다음에 또 바쁜 시간을 쪼개야 하는데 그어떤 처사도 없이 영혼없는 미안하다는 말한마디 직원은 많은듯 한데 안내하는거나 어수선하다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95,154,R0002025030670984011,2025-03-08 07:39:24,2025-03-08 07:45:43,36100013,0105,3610001301050003,,10,주차장좀 늘렸으면 합니다 오후에 갔을경우 주차가 힘듬,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
96,157,R2c12a8c9fb3c4180b15,2025-03-08 07:41:00,2025-03-08 07:49:23,21100021,0104,2110002101040007,,10,매우 친절히 접수및 진료해 주어 고맙고 청결한 상태로 방문시마다 만족합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
97,159,Rccd7be1ca8ba4b3997f,2025-03-08 07:44:41,2025-03-08 07:50:28,11101016,0109,1739776805936641,,10,친절에 감사,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98,160,R0002025030633230074,2025-03-08 07:41:55,2025-03-08 07:52:09,35100061,0430,3510006104300010,,8,최운정 교수님 유방암 검사 결과를 들으러 간 날 암이라는 결과에 절망할 환자와 가족들을 위한 배려가 보여 참 감사했습니다 환자 본인인 제가 정말 부담감 하나없이 쉽게 넘어갈 산을 만났을 뿐이라는 생각을 들게 해주셔서 든든 하고 진료 시간이 즐거운 토크쇼 같은 생각이 들었네요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99,161,R51ee8c2632c342bd970,2025-03-08 07:48:18,2025-03-08 07:55:32,37203584,0500,3720358405000005,,10,간호사님의친절,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
100,161,R51ee8c2632c342bd970,2025-03-08 07:48:18,2025-03-08 07:55:32,37203584,0500,3720358405000005,,10,본건물에주차요원들에불친절,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
102,162,R0002025030608928054,2025-03-08 07:44:05,2025-03-08 07:59:09,36100013,0101,3610001301010022,,10,친절하고좋은병원입니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
103,163,R2025030502004056,2025-03-08 07:54:54,2025-03-08 07:59:57,11100249,0103,1110024901030001,,9,신림선 편리한 연계,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
104,163,R2025030502004056,2025-03-08 07:54:54,2025-03-08 07:59:57,11100249,0103,1110024901030001,,9,표지판을 선명하게 설치,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
105,164,R00020250305253005156,2025-03-08 07:55:40,2025-03-08 08:00:57,31100121,0111,24401070019,,8,의사선생님의솔직한 진료자세한설명,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
106,165,R0002025030720644464,2025-03-08 07:37:15,2025-03-08 08:01:33,31100571,0433,3110057104330005,,9,과거와 다르게 모든 직원들이 친절해졌고 화장실등 깨끗하게 관리되는 것 같아요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107,165,R0002025030720644464,2025-03-08 07:37:15,2025-03-08 08:01:33,31100571,0433,3110057104330005,,9,어제 오전엔 신경과 소관으로 채혈 조영제투여 CT촬영을 하고 대기하다가 오후엔 혈관내과 진료 및 심전도검사를 마치고 귀가할때 주차장 정산기에서 정산완료는 문구를 보고 주차장을 나오는데 차단기에서 2만여원을 내라고했다 병원영수증을 체크했더니 그래도 2500원을 내란다 뒤에 차도있고 해서 급한 마음에 신용카드로 정산하고 나왔습니다 왜 정산기에서 20분 내로 나가라고 뜨는데 출구차단기에선 정산하지 않은것으로 나오는지요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
108,173,R02d7797592f24f2f8c0,2025-03-08 08:01:20,2025-03-08 08:07:08,31100121,,,,7,전화안내 도우미의친절하고성의있는진료예약 서비스 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
109,173,R02d7797592f24f2f8c0,2025-03-08 08:01:20,2025-03-08 08:07:08,31100121,,,,7,대기실의불편함,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
110,179,R3345d732bb9140fbb2d,2025-03-08 08:02:06,2025-03-08 08:09:17,31100619,1300,1718774947193332,,8,대채적으로 괜찮습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
111,179,R3345d732bb9140fbb2d,2025-03-08 08:02:06,2025-03-08 08:09:17,31100619,1300,1718774947193332,,8,입원시 침구류가 살짝 부족함이 있다고 생각됩니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
112,180,R699d68d9cf4248078a1,2025-03-08 08:07:09,2025-03-08 08:09:18,32100035,,,,,친절하구 괘적했다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115,184,R1135022016,2025-03-08 08:10:12,2025-03-08 08:14:26,34100016,0103,3410001601030012,,8,주차장이 좁고 불편합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
116,184,R1135022016,2025-03-08 08:10:12,2025-03-08 08:14:26,34100016,0103,3410001601030012,,8,전반적으로 친절해서 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
117,186,R67af1839a9ce460e8f6,2025-03-08 08:09:04,2025-03-08 08:18:57,21100021,0400,2110002104000006,,8,검사할 때 옷을 계속 갈아 입어야 하니 한 곳에서 검사할 수 있는 방법은 없을까요 옷을 입고 하는 검사는 옮겨 다녀도 상관 없지만 옷을 환복해야 하는 검사를 여기서 했다가 또 다른 동이나 다른 층으로 가서 또 환복하고 제일 불편했습니다 개선 방안이 있으면 좋겠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
118,186,R67af1839a9ce460e8f6,2025-03-08 08:09:04,2025-03-08 08:18:57,21100021,0400,2110002104000006,,8,지하철이 가까워서 좋습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
120,187,R0002025030730125340,2025-03-08 08:06:19,2025-03-08 08:19:12,31100571,0400,3110057104000005,,10,응급실 이용 환자인데 염려 외로 신속히 진행해 주었고 모든 의사 선생님을 비롯한 종사자들이 평소 기대 외로 친절 하였고 조금이라도 불평하면서 근무하는 직원을 보지 못했고 깨끗한 환경을 유지시켜 주었습니다 병원 기강이 잘 되어 있는 것으로 보였습니다 치료를 잘해주신 제생병원 관계자들께 감사드립니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124,194,R0002025030730130702,2025-03-08 08:21:52,2025-03-08 08:27:33,31100571,9900,3110057199000005,,10,모든사항이 매우 만족합니다 ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
125,194,R0002025030730130702,2025-03-08 08:21:52,2025-03-08 08:27:33,31100571,9900,3110057199000005,,10,청결하고 친절하며 검진순서별 안내가 매우 친절하였습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
127,196,R0002025030600149752,2025-03-08 08:23:42,2025-03-08 08:31:40,38100509,0104,1715128344178411,,10,대체로 양호,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
128,197,R0002025022700348396,2025-03-08 08:22:53,2025-03-08 08:31:49,11100231,1200,1110023112000007,111002310007,6,친절하게 잘히니줘서 불만이 없어읍,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
129,197,R0002025022700348396,2025-03-08 08:22:53,2025-03-08 08:31:49,11100231,1200,1110023112000007,111002310007,6,모든분들이 잘해주니까불만이 없읍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
130,198,R1134571724,2025-03-08 08:23:05,2025-03-08 08:32:43,34100415,0413,3410041504130008,,10,친절하고깨끗하고청결했다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,198,R1134571724,2025-03-08 08:23:05,2025-03-08 08:32:43,34100415,0413,3410041504130008,,10,그런데로괜찬다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
132,200,R9992025030790000400,2025-03-08 08:12:20,2025-03-08 08:36:24,33100128,0404,3310012804040002,,,간호사들이친절하고 병완에대한 두려울이 들지않게 해줬다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
134,201,R43aa9f0aee674eca9d6,2025-03-08 08:27:37,2025-03-08 08:36:59,37203011,0111,3720301101110001,,7,원활한 주차 및 대중교통편리 홍문기과장님 추천 질문에 상세 설명 응대,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
135,201,R43aa9f0aee674eca9d6,2025-03-08 08:27:37,2025-03-08 08:36:59,37203011,0111,3720301101110001,,7,입원시 느낀점 간호사의 불친절한 말투와 표정 비치된 사진과 실물이 달라서 이름을 기재 못함,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
136,203,R0002025030601076347,2025-03-08 08:30:56,2025-03-08 08:37:42,11100184,0101,1732173909617336,,10,소화기내과 교수님은 항상친절 하셨다 고맙습니다 건강 하세요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
137,205,R1134640577,2025-03-08 08:33:20,2025-03-08 08:41:29,34100016,0700,3410001607000001,,10,강민웅교수님께 자세한 진찰과 성심껏 살펴주신점다시 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
138,207,R5a691d6cd0aa4a4dbf0,2025-03-08 08:39:25,2025-03-08 08:46:51,37203011,0100,3720301101000012,372030110001,6,담당 간호사가 있었다는걸 퇴원 시 알게됨 개중에 불친절한 말투와 짜증난 표정을 띄는 병동 간호사의 게시된 사진과 실물의 차이로 이름을 기재 못함,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
139,212,R0002025030473987500,2025-03-08 08:51:00,2025-03-08 08:53:34,31100651,1200,1719361051511690,,10,그런양호하다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
140,212,R0002025030473987500,2025-03-08 08:51:00,2025-03-08 08:53:34,31100651,1200,1719361051511690,,10,하상감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
141,213,R6605279d129e4ac3a19,2025-03-08 08:34:52,2025-03-08 08:54:20,11100249,,,,8,날마다 많은 다양한 환자들을 치료하실텐데 환자와 보호자들을 배려하시는 의료진들의 친절한 말한마디에 위로를 얻습니다 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
142,213,R6605279d129e4ac3a19,2025-03-08 08:34:52,2025-03-08 08:54:20,11100249,,,,8,누워있는 환자를 침대에서 침대로 옮길때 환자 등밑에 깔개를 깔아서 깔개 양쪽을 잡고 다른침대로 옮겨주시면 좋겠습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
145,229,R0002025030800152471,2025-03-08 09:01:29,2025-03-08 09:02:55,38100509,1105,1715133775242359,,10,어린이병원 최고,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
146,231,R0002025030800152469,2025-03-08 09:01:20,2025-03-08 09:03:35,38100509,0415,1715128727786689,,9,담당 교수님이 친절하고 잘 설명해주셔서 너무 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
147,231,R0002025030800152469,2025-03-08 09:01:20,2025-03-08 09:03:35,38100509,0415,1715128727786689,,9,주차장은 좀 불편하네요 ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
148,233,R0002025030800153676,2025-03-08 09:01:26,2025-03-08 09:03:42,38100509,0433,1715129188379241,,10,오래 기다리지 않아서 너무 좋았음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
149,236,R0002025030665651320,2025-03-08 09:00:59,2025-03-08 09:04:17,31100651,0500,1719361273495838,171936147590,10,주변환경이 좋다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
150,237,R89ad427d336c4607b96,2025-03-08 09:00:51,2025-03-08 09:04:18,31100651,,,,,의료진들의 빠른 조치덕분에 숨이 쉬어집니다 항상 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
152,248,R50bfcdacbe99462d9da,2025-03-08 08:43:44,2025-03-08 09:04:59,37100351,0100,1731313139458872,,9,쾌적하고 편한지금의 환경을잘 지켜주세요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
153,248,R50bfcdacbe99462d9da,2025-03-08 08:43:44,2025-03-08 09:04:59,37100351,0100,1731313139458872,,9,나이들면 모든부분에 어두워지는데 시니어여러분이길목마다 도와주어 좋았습니다 깨끗한환경과 병원이연상되지 않는 은은하고 좋은향기가 인상깊었습니다 피부과 등 인기과는 마감이빨리 되네요 마감이되었다고 표지판안내하는것도 좋은정책이라생각합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
154,249,R0000202503066218801,2025-03-08 09:00:54,2025-03-08 09:05:01,36100021,0102,3610002101020008,,10,담당교수님이 매우 친절히 진료해 주셨습니다 김사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
155,249,R0000202503066218801,2025-03-08 09:00:54,2025-03-08 09:05:01,36100021,0102,3610002101020008,,10,주차공간 부족해요 확충할수 있으면 좋갰어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
156,250,R0002025030800153386,2025-03-08 09:01:32,2025-03-08 09:05:05,38100509,0433,1715129188177937,,10,엑스레이 접수직원 너무 불친절함,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
157,250,R0002025030800153386,2025-03-08 09:01:32,2025-03-08 09:05:05,38100509,0433,1715129188177937,,10,엑스레이 접수직원 너무 불친절해서 한마디 하려다 참았어요 그것 말고는 다 좋았습니다 교수님 오래 계셨음 좋겠어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
158,251,R0002025030800152328,2025-03-08 09:03:06,2025-03-08 09:05:15,38100509,1101,1715133710107799,,10,어린이병원답게 넓고 쾌적해서 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
160,254,R0002025030800152529,2025-03-08 09:01:18,2025-03-08 09:05:33,38100509,0111,1715128851591639,,10,교수님및간호사님들 모두친절하고 설명도 넘 잘해주셨습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
163,257,R0002025030800153310,2025-03-08 09:01:48,2025-03-08 09:05:57,38100509,1300,1715129425440506,,10,의료진의 능숙한실력을믿고,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
164,261,R0002025030800152360,2025-03-08 09:01:17,2025-03-08 09:06:08,38100509,0108,1715128863571889,,9,정성수 의사께서 친절하게 진료해줘서 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
166,262,R0002025030800152514,2025-03-08 09:03:44,2025-03-08 09:06:08,38100509,0111,1715128851591639,,10,소아심장센터에 안경쓴 간호사 선생님 항상 친절하시고 나긋나긋한 목소리에 위안을 얻습니다 감사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
167,263,R7a5135bc6c334ae2910,2025-03-08 09:00:36,2025-03-08 09:06:11,31100651,,,,,친절하면서도 쉽게 말씀해 주셔서 너무 감사한 마음이 들었습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
168,264,R0002025030800153291,2025-03-08 09:02:25,2025-03-08 09:06:30,38100509,1400,1715129717593045,,10,개선할점은 그닥 없는거 같네요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
169,264,R0002025030800153291,2025-03-08 09:02:25,2025-03-08 09:06:30,38100509,1400,1715129717593045,,10,항상 좋은 병원으로 알고 있고 지인이나 친족에게 권하고 있습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
172,269,R0002025030800152215,2025-03-08 09:04:49,2025-03-08 09:06:52,38100509,,,,9,두번 내원했지만 두번다 친절하게 응대해주셨어요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
173,274,R0002025030800153439,2025-03-08 09:02:33,2025-03-08 09:07:56,38100509,1500,1715128505565706,,10,정확한 치료와 진료에대한 안내,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
175,275,Rb8ad94889b87424f888,2025-03-08 09:07:01,2025-03-08 09:07:56,37362691,,,,10,편하고 좋아요,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
176,276,R0002025030800153221,2025-03-08 09:02:10,2025-03-08 09:07:58,38100509,0105,1715129098617331,,6,과 끼리 연개 설명을 자세히 듣고 싶음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
177,277,R0002025030800152785,2025-03-08 09:01:57,2025-03-08 09:08:01,38100509,0427,1715128293878731,,9,주차장 주차선 도색 바랍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
178,278,R0002025030800153684,2025-03-08 09:05:05,2025-03-08 09:08:12,38100509,9904,1715129005725152,,10,아직까지는 개선점이 없읍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
179,278,R0002025030800153684,2025-03-08 09:05:05,2025-03-08 09:08:12,38100509,9904,1715129005725152,,10,모든 시설이나 직원분들 친절하고 모르는게 있으면 설명을 잘해 주셔서 너무 좋았읍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
180,279,R0002025030800152972,2025-03-08 09:01:21,2025-03-08 09:08:19,38100509,0427,1715128293980090,,9,담당 의사선생님의 친절하고 자세한 설명이 좋았어요 간호사분들도 친절하시고 다만 많은 진료 환자분들이 모이는 시간대에는 복잡하고 어수선한건 어쩔수가 없네용 항상 수고하심에 간사합니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
182,280,R3e0e20ceabcf431b983,2025-03-08 09:01:51,2025-03-08 09:08:23,31100651,,,,,시간이 넘 많이 소요되었음 많은 응급환자 때문에 어쩔수 없지 않나 생각됨 대체로 잘 진행하시는 것 같음,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
184,285,R0002025030800152930,2025-03-08 09:02:28,2025-03-08 09:08:54,38100509,0104,1715128344172718,,7,에약을했는데예약시간을2시간지나진료를볼수있었습니다너무불편했고요예약할필요를못느낍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
185,286,R0002025030800152755,2025-03-08 09:01:59,2025-03-08 09:09:01,38100509,0433,1715129188379241,,10,간호사 선생님 교수님 전체적으로 친절하심,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
186,286,R0002025030800152755,2025-03-08 09:01:59,2025-03-08 09:09:01,38100509,0433,1715129188379241,,10,외래 진료실에서 주사실이 너무 멀다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
187,290,R0002025030800153400,2025-03-08 09:02:13,2025-03-08 09:09:19,38100509,0700,1715129818453177,,10,병원이항상깨끗하고간호쌤듷의친절에감사했읍니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
189,292,R0002025030800152668,2025-03-08 09:01:19,2025-03-08 09:09:30,38100509,0105,1715129098375147,,10,모두 친절하시고 안내를 정확하게 하셔서 감사했습니다 또한 의사 선생님께서 상세하게 설명해주셔서 이해하기가 쉬워서 좋았습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
191,294,R0002025030800153559,2025-03-08 09:01:29,2025-03-08 09:09:33,38100509,0106,1715820129830011,,10,집에서 가까운데 좋은 의사선생님들이 계셔서 수술 치료 항암을 받을수 있어서 너무 다행이고 감사했습니다,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
